,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,rating,G,PG,PG-13,R,unrated,superstar,years_old
1043,Color,David Fincher,233.0,112.0,21000.0,237.0,Dwight Yoakam,17000.0,95308367.0,Kristen Stewart,Panic Room ,206104,18141,Mel Rodriguez,0.0,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1,850.0,English,USA,R,48000000.0,2002-01-01,324.0,6.8,R,0,0,0,1,0,0,14
1045,Color,David O. Russell,150.0,114.0,737.0,393.0,Jamie Kennedy,2000.0,60652036.0,Judy Greer,Three Kings ,137854,3743,Mykelti Williamson,1.0,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,560.0,English,USA,R,48000000.0,1999-01-01,490.0,7.1,R,0,0,0,1,0,0,17
1048,Color,Iain Softley,140.0,120.0,34.0,1000.0,Jeff Bridges,18000.0,50173190.0,Kevin Spacey,K-PAX ,148490,33615,Alfre Woodard,1.0,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,537.0,English,USA,PG-13,48000000.0,2001-01-01,12000.0,7.4,PG-13,0,0,1,0,0,0,15
1049,Color,James Mangold,125.0,123.0,446.0,821.0,Natasha Lyonne,20000.0,47095453.0,Hugh Jackman,Kate & Leopold ,64595,22209,Bradley Whitford,1.0,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,316.0,English,USA,PG-13,48000000.0,2001-01-01,1000.0,6.4,PG-13,0,0,1,0,0,0,15
1050,Color,Harold Ramis,125.0,93.0,11000.0,484.0,Frances O'Connor,3000.0,37879996.0,Brendan Fraser,Bedazzled ,81888,5390,Brian Doyle-Murray,2.0,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,254.0,English,USA,PG-13,48000000.0,2000-01-01,575.0,6.0,PG-13,0,0,1,0,0,0,16
1051,Color,Francis Ford Coppola,36.0,123.0,0.0,886.0,Bob Hoskins,12000.0,25900000.0,Nicolas Cage,The Cotton Club ,12771,18793,Fred Gwynne,1.0,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,84.0,English,USA,R,58000000.0,1984-01-01,5000.0,6.5,R,0,0,0,1,0,0,32
1052,Color,James Mangold,295.0,122.0,446.0,600.0,Logan Lerman,23000.0,53574088.0,Christian Bale,3:10 to Yuma ,237872,33548,Gretchen Mol,1.0,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,560.0,English,USA,R,55000000.0,2007-01-01,8000.0,7.8,R,0,0,0,1,0,0,9
1054,Color,Steven Soderbergh,158.0,123.0,0.0,23.0,Albert Brooks,3000.0,37339525.0,Don Cheadle,Out of Sight ,71708,3768,Keith Hudson,1.0,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,307.0,English,USA,R,48000000.0,1998-01-01,745.0,7.0,R,0,0,0,1,0,0,18
1055,Color,Ben Stiller,72.0,96.0,0.0,302.0,Janeane Garofalo,2000.0,60154431.0,Matthew Broderick,The Cable Guy ,122347,3718,Andy Dick,1.0,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,345.0,English,USA,PG-13,47000000.0,1996-01-01,1000.0,6.0,PG-13,0,0,1,0,0,0,20
1057,Color,Warren Beatty,72.0,105.0,631.0,327.0,Warren Beatty,678.0,103738726.0,Charlie Korsmo,Dick Tracy ,47819,2096,Seymour Cassel,1.0,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,164.0,English,USA,PG,100000000.0,1990-01-01,631.0,6.1,PG,0,1,0,0,0,0,26
1058,Color,John McTiernan,152.0,113.0,323.0,835.0,Faye Dunaway,1000.0,69304264.0,Mark Margolis,The Thomas Crown Affair ,73068,4660,Denis Leary,0.0,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,419.0,English,USA,R,48000000.0,1999-01-01,977.0,6.8,R,0,0,0,1,0,0,17
1059,Color,Penny Marshall,89.0,132.0,545.0,807.0,Adam Garcia,919.0,29781453.0,Rosie Perez,Riding in Cars with Boys ,22447,4796,Alissa Dean,1.0,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,210.0,English,USA,PG-13,48000000.0,2001-01-01,811.0,6.4,PG-13,0,0,1,0,0,0,15
1062,Color,Paul Bolger,93.0,75.0,0.0,677.0,George Carlin,4000.0,15519841.0,Sarah Michelle Gellar,Happily N'Ever After ,8693,6863,Rob Paulsen,3.0,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,71.0,English,USA,PG,47000000.0,2006-01-01,769.0,4.5,PG,0,1,0,0,0,0,10
1063,Color,Stephen Frears,46.0,108.0,350.0,77.0,Bronagh Gallagher,8000.0,5600000.0,Julia Roberts,Mary Reilly ,11913,8349,George Cole,1.0,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,97.0,English,USA,R,47000000.0,1996-01-01,115.0,5.8,R,0,0,0,1,0,0,20
1064,Color,P.J. Hogan,84.0,105.0,29.0,692.0,Christopher Masterson,8000.0,126805112.0,Julia Roberts,My Best Friend's Wedding ,98199,12344,Rupert Everett,1.0,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,169.0,English,USA,PG-13,46000000.0,1997-01-01,1000.0,6.3,PG-13,0,0,1,0,0,0,19
1065,Color,Joe Roth,142.0,102.0,148.0,135.0,Rainn Wilson,8000.0,93607673.0,Julia Roberts,America's Sweethearts ,47573,9176,Larry King,4.0,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,343.0,English,USA,PG-13,48000000.0,2001-01-01,973.0,5.7,PG-13,0,0,1,0,0,0,15
1066,Color,Christopher Nolan,185.0,118.0,22000.0,319.0,Maura Tierney,14000.0,67263182.0,Al Pacino,Insomnia ,218771,15658,Crystal Lowe,0.0,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,651.0,English,USA,R,46000000.0,2002-01-01,509.0,7.2,R,0,0,0,1,0,0,14
1067,Color,Jonathan Frakes,143.0,111.0,906.0,906.0,Alfre Woodard,1000.0,92001027.0,LeVar Burton,Star Trek: First Contact ,97838,6315,Jonathan Frakes,2.0,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,286.0,English,USA,PG-13,45000000.0,1996-01-01,1000.0,7.6,PG-13,0,0,1,0,0,0,20
1068,Color,Jimmy Hayward,178.0,81.0,39.0,364.0,Billy Blair,13000.0,10539414.0,Michael Fassbender,Jonah Hex ,45729,14619,Julia Jones,1.0,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,176.0,English,USA,PG-13,47000000.0,2010-01-01,541.0,4.7,PG-13,0,0,1,0,0,0,6
1069,Color,Edward Zwick,65.0,116.0,380.0,826.0,Matt Damon,18000.0,58918501.0,Denzel Washington,Courage Under Fire ,40126,33233,Scott Glenn,1.0,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,107.0,English,USA,R,46000000.0,1996-01-01,13000.0,6.6,R,0,0,0,1,0,0,20
1070,Color,Tom Shadyac,73.0,86.0,293.0,255.0,Swoosie Kurtz,509.0,181395380.0,Maura Tierney,Liar Liar ,220392,2070,Randall 'Tex' Cobb,1.0,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,243.0,English,USA,PG-13,45000000.0,1997-01-01,418.0,6.8,PG-13,0,0,1,0,0,0,19
1073,Color,Brian Levant,35.0,91.0,32.0,628.0,Elizabeth Perkins,924.0,130512915.0,Jonathan Winters,The Flintstones ,60884,3244,Harvey Korman,2.0,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,85.0,English,USA,PG,45000000.0,1994-01-01,664.0,4.8,PG,0,1,0,0,0,0,22
1075,Color,David Zucker,151.0,84.0,119.0,750.0,Pamela Anderson,807.0,110000082.0,Regina Hall,Scary Movie 3 ,111526,3629,Jenny McCarthy,7.0,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,347.0,English,USA,PG-13,48000000.0,2003-01-01,780.0,5.5,PG-13,0,0,1,0,0,0,13
1076,Color,Donald Petrie,140.0,109.0,80.0,213.0,Wendy Raquel Robinson,545.0,106807667.0,Candice Bergen,Miss Congeniality ,137377,1574,Heather Burns,1.0,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,370.0,English,USA,PG-13,45000000.0,2000-01-01,337.0,6.2,PG-13,0,0,1,0,0,0,16
1077,Color,Eric Brevig,201.0,93.0,40.0,311.0,Brendan Fraser,14000.0,101702060.0,Josh Hutcherson,Journey to the Center of the Earth ,85323,17925,Anita Briem,0.0,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,212.0,English,USA,PG,45000000.0,2008-01-01,3000.0,5.8,PG,0,1,0,0,0,0,8
1078,Color,Garry Marshall,77.0,113.0,0.0,995.0,Raven-Symoné,11000.0,95149435.0,Anne Hathaway,The Princess Diaries 2: Royal Engagement ,53687,15362,Hector Elizondo,2.0,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,152.0,English,USA,G,40000000.0,2004-01-01,1000.0,5.7,G,1,0,0,0,0,0,12
1079,Color,Alan J. Pakula,43.0,141.0,79.0,956.0,Julia Roberts,18000.0,100768056.0,Denzel Washington,The Pelican Brief ,59569,30063,Tony Goldwyn,0.0,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,89.0,English,USA,PG-13,45000000.0,1993-01-01,8000.0,6.5,PG-13,0,0,1,0,0,0,23
1080,Color,Joel Schumacher,39.0,119.0,541.0,551.0,Anthony LaPaglia,821.0,92115211.0,Bradley Whitford,The Client ,45798,4043,Brad Renfro,3.0,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,94.0,English,USA,PG-13,45000000.0,1994-01-01,577.0,6.7,PG-13,0,0,1,0,0,0,22
1081,Color,Rob Reiner,207.0,97.0,0.0,760.0,Noel Gugliemi,11000.0,93452056.0,Morgan Freeman,The Bucket List ,184795,14868,Sean Hayes,1.0,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,310.0,English,USA,PG-13,45000000.0,2007-01-01,2000.0,7.4,PG-13,0,0,1,0,0,0,9
1082,Color,Phillip Noyce,47.0,117.0,176.0,308.0,Polly Walker,11000.0,83287363.0,Harrison Ford,Patriot Games ,81442,12757,Patrick Bergin,1.0,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,137.0,English,USA,R,45000000.0,1992-01-01,530.0,6.9,R,0,0,0,1,0,0,24
1084,Color,Denis Villeneuve,454.0,153.0,777.0,1000.0,Jake Gyllenhaal,20000.0,60962878.0,Hugh Jackman,Prisoners ,383591,37321,Dylan Minnette,2.0,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,620.0,English,USA,R,46000000.0,2013-01-01,15000.0,8.1,R,0,0,0,1,0,0,3
1085,Color,Antoine Fuqua,109.0,122.0,845.0,854.0,Snoop Dogg,18000.0,76261036.0,Denzel Washington,Training Day ,305929,22370,Tom Berenger,2.0,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,633.0,English,USA,R,45000000.0,2001-01-01,881.0,7.7,R,0,0,0,1,0,0,15
1086,Color,Dean Parisot,213.0,102.0,23.0,436.0,Enrico Colantoni,25000.0,71423726.0,Alan Rickman,Galaxy Quest ,123558,26998,Robin Sachs,3.0,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,609.0,English,USA,PG,45000000.0,1999-01-01,724.0,7.3,PG,0,1,0,0,0,0,17
1087,Color,Keenen Ivory Wayans,127.0,83.0,322.0,179.0,Veronica Cartwright,1000.0,71277420.0,Natasha Lyonne,Scary Movie 2 ,119590,1645,Andy Richter,7.0,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,548.0,English,USA,R,45000000.0,2001-01-01,422.0,5.2,R,0,0,0,1,0,0,15
1088,Color,James Bobin,398.0,103.0,33.0,84.0,Eric Jacobson,970.0,88625922.0,Bill Cobbs,The Muppets ,75176,1336,Steve Whitmire,3.0,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,252.0,English,USA,PG,45000000.0,2011-01-01,91.0,7.1,PG,0,1,0,0,0,0,5
1089,Color,Stephen Norrington,184.0,110.0,45.0,595.0,Traci Lords,886.0,70001065.0,Sanaa Lathan,Blade ,191437,3174,Udo Kier,1.0,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,582.0,English,USA,R,45000000.0,1998-01-01,650.0,7.1,R,0,0,0,1,0,0,18
1090,Color,Thomas Carter,127.0,136.0,49.0,730.0,Rick Gonzalez,17000.0,67253092.0,Channing Tatum,Coach Carter ,92702,20299,Robert Ri'chard,0.0,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,209.0,English,USA,PG-13,30000000.0,2005-01-01,807.0,7.2,PG-13,0,0,1,0,0,0,11
1091,Color,Roger Michell,167.0,91.0,50.0,67.0,Matt Malloy,521.0,66790248.0,Sydney Pollack,Changing Lanes ,57281,758,Bruce Altman,0.0,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,350.0,English,USA,R,45000000.0,2002-01-01,108.0,6.5,R,0,0,0,1,0,0,14
1092,Color,Luis Llosa,119.0,89.0,49.0,514.0,Eric Stoltz,2000.0,65557989.0,Frank Welker,Anaconda ,73539,3717,Kari Wuhrer,0.0,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,271.0,English,USA,PG-13,45000000.0,1997-01-01,902.0,4.6,PG-13,0,0,1,0,0,0,19
1093,Color,David McNally,155.0,107.0,18.0,560.0,Tyra Banks,811.0,60786269.0,Adam Garcia,Coyote Ugly ,90539,3106,Izabella Miko,5.0,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,379.0,English,USA,PG-13,45000000.0,2000-01-01,625.0,5.6,PG-13,0,0,1,0,0,0,16
1095,Color,John Lasseter,117.0,95.0,487.0,1000.0,Madeline Kahn,18000.0,162792677.0,Kevin Spacey,A Bug's Life ,211226,24205,John Ratzenberger,0.0,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,317.0,English,USA,G,120000000.0,1998-01-01,1000.0,7.2,G,1,0,0,0,0,0,18
1096,Color,Albert Hughes,208.0,122.0,117.0,140.0,Jason Flemyng,40000.0,31598308.0,Johnny Depp,From Hell ,124765,41636,Ian Richardson,1.0,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541.0,English,USA,R,35000000.0,2001-01-01,1000.0,6.8,R,0,0,0,1,0,1,15
1098,Color,Ron Shelton,48.0,135.0,41.0,808.0,Cheech Marin,982.0,53854588.0,Don Johnson,Tin Cup ,37911,3648,Rene Russo,0.0,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,73.0,English,USA,R,45000000.0,1996-01-01,843.0,6.3,R,0,0,0,1,0,0,20
1100,Color,Jesse Dylan,94.0,95.0,58.0,3000.0,Will Ferrell,14000.0,52580895.0,Josh Hutcherson,Kicking & Screaming ,30255,27351,Robert Duvall,1.0,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,118.0,English,USA,PG,45000000.0,2005-01-01,8000.0,5.6,PG,0,1,0,0,0,0,11
1101,Color,Garth Jennings,276.0,109.0,37.0,651.0,Kelly Macdonald,11000.0,51019112.0,Zooey Deschanel,The Hitchhiker's Guide to the Galaxy ,155745,14073,Thomas Lennon,0.0,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,1053.0,English,USA,PG,50000000.0,2005-01-01,2000.0,6.8,PG,0,1,0,0,0,0,11
1102,Color,Joel Zwick,59.0,93.0,38.0,631.0,Nick Zano,1000.0,48114556.0,Dania Ramirez,Fat Albert ,9380,4604,Alice Greczyn,1.0,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91.0,English,USA,PG,26000000.0,2004-01-01,641.0,4.3,PG,0,1,0,0,0,0,12
1104,Color,Frank Coraci,173.0,117.0,153.0,734.0,Adam Sandler,35000.0,46280507.0,Bella Thorne,Blended ,87165,49743,Joel McHale,0.0,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,40000000.0,2014-01-01,11000.0,6.5,PG-13,0,0,1,0,0,1,2
1105,Color,Wayne Wang,99.0,112.0,61.0,501.0,Alicia Witt,1000.0,38360195.0,LL Cool J,Last Holiday ,21215,3757,Timothy Hutton,1.0,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,116.0,English,USA,PG-13,45000000.0,2006-01-01,976.0,6.4,PG-13,0,0,1,0,0,0,10
1106,Color,Curtis Hanson,42.0,111.0,161.0,132.0,Glenn Morshower,11000.0,46815748.0,Meryl Streep,The River Wild ,32544,12161,William Lucking,1.0,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,69.0,English,USA,PG-13,45000000.0,1994-01-01,894.0,6.3,PG-13,0,0,1,0,0,0,22
1107,Color,Frank Oz,25.0,96.0,0.0,563.0,Vincent Kartheiser,1000.0,35617599.0,Steve Coogan,The Indian in the Cupboard ,20688,2965,David Keith,1.0,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,47.0,English,USA,PG,45000000.0,1995-01-01,845.0,5.9,PG,0,1,0,0,0,0,21
1108, Black and White,Oliver Stone,339.0,141.0,0.0,404.0,Shea Whigham,749.0,47307550.0,Demián Bichir,Savages ,104301,1948,Gary Stretch,4.0,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,269.0,English,USA,R,45000000.0,2012-01-01,463.0,6.5,R,0,0,0,1,0,0,4
1109,Color,David R. Ellis,127.0,94.0,160.0,167.0,Valerie Cruz,550.0,32003620.0,Richard Burgi,Cellular ,79141,1102,Will Beinbrink,1.0,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,355.0,English,USA,PG-13,25000000.0,2004-01-01,216.0,6.5,PG-13,0,0,1,0,0,0,12
1111,Color,John A. Davis,105.0,88.0,8.0,8000.0,Meryl Streep,12000.0,28133159.0,Nicolas Cage,The Ant Bully ,30055,33822,Julia Roberts,1.0,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,70.0,English,USA,PG,50000000.0,2006-01-01,11000.0,5.9,PG,0,1,0,0,0,0,10
1112,Color,David Lynch,144.0,177.0,0.0,202.0,Jürgen Prochnow,913.0,27400000.0,Virginia Madsen,Dune ,97087,2449,José Ferrer,3.0,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,569.0,English,USA,PG-13,40000000.0,1984-01-01,362.0,6.6,PG-13,0,0,1,0,0,0,32
1113,Color,Julie Taymor,156.0,133.0,278.0,107.0,T.V. Carpio,5000.0,24343673.0,Jim Sturgess,Across the Universe ,91860,5405,Robert Clohessy,0.0,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,524.0,English,USA,PG-13,45000000.0,2007-01-01,117.0,7.4,PG-13,0,0,1,0,0,0,9
1114,Color,Sam Mendes,323.0,119.0,0.0,10000.0,Kate Winslet,29000.0,22877808.0,Leonardo DiCaprio,Revolutionary Road ,152591,53895,Joe Komara,0.0,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,414.0,English,USA,R,35000000.0,2008-01-01,14000.0,7.3,R,0,0,0,1,0,0,8
1117,Color,John Gray,39.0,91.0,29.0,322.0,Bob Gunton,2000.0,20400913.0,Alexa PenaVega,The Glimmer Man ,15455,3855,Keenen Ivory Wayans,1.0,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,80.0,English,USA,R,45000000.0,1996-01-01,461.0,5.3,R,0,0,0,1,0,0,20
1118,Color,Harold Ramis,43.0,117.0,11000.0,451.0,Brian Doyle-Murray,905.0,20101861.0,John de Lancie,Multiplicity ,24757,2348,Obba Babatundé,0.0,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81.0,English,USA,PG-13,45000000.0,1996-01-01,484.0,6.0,PG-13,0,0,1,0,0,0,20
1119,Color,John Schultz,82.0,86.0,13.0,553.0,Carter Jenkins,1000.0,25200412.0,Malese Jow,Aliens in the Attic ,16580,3423,Tim Meadows,3.0,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,55.0,English,USA,PG,45000000.0,2009-01-01,701.0,5.4,PG,0,1,0,0,0,0,7
1120,Color,Sean Penn,150.0,124.0,0.0,19.0,Adrien Dorval,723.0,19719930.0,Costas Mandylor,The Pledge ,42621,793,Nels Lennarson,0.0,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,531.0,English,USA,R,45000000.0,2001-01-01,44.0,6.8,R,0,0,0,1,0,0,15
1121,Color,Susan Stroman,168.0,134.0,38.0,2000.0,Will Ferrell,11000.0,19377727.0,Jon Lovitz,The Producers ,35140,24351,Matthew Broderick,3.0,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,409.0,English,USA,PG-13,45000000.0,2005-01-01,8000.0,6.4,PG-13,0,0,1,0,0,0,11
1124,Color,Billy Bob Thornton,85.0,220.0,0.0,820.0,Henry Thomas,13000.0,15527125.0,Matt Damon,All the Pretty Horses ,11388,15006,Sam Shepard,2.0,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,183.0,English,USA,PG-13,57000000.0,2000-01-01,861.0,5.8,PG-13,0,0,1,0,0,0,16
1125, Black and White,Oliver Stone,83.0,212.0,0.0,805.0,Bob Hoskins,12000.0,13560960.0,Anthony Hopkins,Nixon ,23996,21130,Joan Allen,0.0,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,161.0,English,USA,R,50000000.0,1995-01-01,5000.0,7.1,R,0,0,0,1,0,0,21
1127,Color,Stephen Sommers,106.0,106.0,208.0,855.0,Jason Flemyng,3000.0,11146409.0,Djimon Hounsou,Deep Rising ,26551,6558,Wes Studi,0.0,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,273.0,English,USA,R,45000000.0,1998-01-01,1000.0,6.0,R,0,0,0,1,0,0,18
1128,Color,Spike Lee,158.0,160.0,0.0,826.0,Omari Hardwick,23000.0,7916887.0,Joseph Gordon-Levitt,Miracle at St. Anna ,15697,26982,Laz Alonso,0.0,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,182.0,English,USA,R,45000000.0,2008-01-01,1000.0,6.0,R,0,0,0,1,0,0,8
1130,Color,Danny Pang,125.0,99.0,15.0,61.0,Charlie Yeung,12000.0,15279680.0,Nicolas Cage,Bangkok Dangerous ,48245,12166,James With,1.0,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,154.0,English,USA,R,40000000.0,2008-01-01,68.0,5.4,R,0,0,0,1,0,0,8
1131,Color,Barry Sonnenfeld,87.0,74.0,188.0,865.0,Janeane Garofalo,11000.0,7262288.0,Zooey Deschanel,Big Trouble ,17307,13917,Omar Epps,2.0,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,186.0,English,USA,PG-13,40000000.0,2002-01-01,1000.0,6.5,PG-13,0,0,1,0,0,0,14
1132,Color,Mike Newell,115.0,139.0,179.0,50.0,Giovanna Mezzogiorno,267.0,4584886.0,Marcela Mar,Love in the Time of Cholera ,19114,538,Unax Ugalde,0.0,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,115.0,English,USA,R,45000000.0,2007-01-01,202.0,6.4,R,0,0,0,1,0,0,9
1134,Color,George P. Cosmatos,24.0,103.0,170.0,269.0,Ben Gazzara,849.0,2154540.0,Sam Waterston,Shadow Conspiracy ,3803,2457,Nicholas Turturro,2.0,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,41.0,English,USA,R,45000000.0,1997-01-01,623.0,4.9,R,0,0,0,1,0,0,19
1135,Color,Oliver Parker,152.0,101.0,32.0,104.0,Tim McInnerny,219.0,8129455.0,Daniel Kaluuya,Johnny English Reborn ,89568,661,Togo Igawa,1.0,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142.0,English,USA,PG,45000000.0,2011-01-01,141.0,6.3,PG,0,1,0,0,0,0,5
1137,Color,Ben Affleck,656.0,130.0,0.0,650.0,Scoot McNairy,1000.0,136019448.0,Clea DuVall,Argo ,452465,3133,Tate Donovan,1.0,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,695.0,English,USA,R,44500000.0,2012-01-01,660.0,7.7,R,0,0,0,1,0,0,4
1138,Color,Andrew Davis,119.0,130.0,99.0,812.0,Daniel Roebuck,11000.0,183875760.0,Harrison Ford,The Fugitive ,213668,13357,Sela Ward,1.0,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,270.0,English,USA,PG-13,44000000.0,1993-01-01,1000.0,7.8,PG-13,0,0,1,0,0,0,23
1139,Color,Andy Tennant,161.0,110.0,72.0,789.0,Dorian Missick,18000.0,67061228.0,Gerard Butler,The Bounty Hunter ,96565,21554,Peter Greene,1.0,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,135.0,English,USA,PG-13,40000000.0,2010-01-01,1000.0,5.5,PG-13,0,0,1,0,0,0,6
1140, Black and White,Barry Levinson,73.0,147.0,272.0,893.0,Brad Pitt,22000.0,53300852.0,Robert De Niro,Sleepers ,154487,37076,Minnie Driver,3.0,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,259.0,English,USA,R,44000000.0,1996-01-01,11000.0,7.5,R,0,0,0,1,0,0,20
1141,Color,George P. Cosmatos,96.0,96.0,170.0,668.0,Julia Nickson,13000.0,150415432.0,Sylvester Stallone,Rambo: First Blood Part II ,117606,15662,Martin Kove,0.0,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,217.0,English,USA,R,44000000.0,1985-01-01,738.0,6.4,R,0,0,0,1,0,0,31
1142,Color,Brian Gibson,28.0,118.0,13.0,643.0,Demi Moore,23000.0,44834712.0,Joseph Gordon-Levitt,The Juror ,13995,26907,Anne Heche,1.0,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,62.0,English,USA,R,44000000.0,1996-01-01,2000.0,5.6,R,0,0,0,1,0,0,20
1144,Color,Michael Cimino,102.0,325.0,517.0,678.0,Sam Waterston,12000.0,1500000.0,Jeff Bridges,Heaven's Gate ,9830,14255,Isabelle Huppert,0.0,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,189.0,English,USA,R,44000000.0,1980-01-01,849.0,6.8,R,0,0,0,1,0,0,36
1145,Color,Len Wiseman,206.0,102.0,235.0,520.0,Tony Curran,956.0,62318875.0,Sophia Myles,Underworld: Evolution ,156225,2998,Derek Jacobi,1.0,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,502.0,English,USA,R,50000000.0,2006-01-01,845.0,6.8,R,0,0,0,1,0,0,10
1146,Color,Paul McGuigan,159.0,110.0,118.0,287.0,Spencer Wilding,11000.0,5773519.0,Daniel Radcliffe,Victor Frankenstein ,28618,12876,Daniel Mays,2.0,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91.0,English,USA,PG-13,40000000.0,2015-01-01,1000.0,6.0,PG-13,0,0,1,0,0,0,1
1147,Color,Gus Van Sant,137.0,136.0,835.0,225.0,Rob Brown,670.0,51768623.0,F. Murray Abraham,Finding Forrester ,73006,1801,Michael Nouri,1.0,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,297.0,English,USA,PG-13,43000000.0,2000-01-01,370.0,7.3,PG-13,0,0,1,0,0,0,16
